Household 106,Household 207,Quantile,Datetime
0.004750250771915956,0.0234448790900387,0.5,2015-07-19T00:15:00Z
0.004613278131315697,0.021878574637518106,0.5,2015-07-19T00:45:00Z
0.004503825759698737,0.021382746839125628,0.5,2015-07-19T01:15:00Z
0.004490390159777976,0.02206799099648364,0.5,2015-07-19T01:45:00Z
0.004551756458347295,0.02301568037282174,0.5,2015-07-19T02:15:00Z
0.004584062463473514,0.023756021667022478,0.5,2015-07-19T02:45:00Z
0.004540545364837584,0.024691372047691614,0.5,2015-07-19T03:15:00Z
0.004472110819395799,0.025738575248526876,0.5,2015-07-19T03:45:00Z
0.0044782581675122,0.026471225127028795,0.5,2015-07-19T04:15:00Z
0.00466454446531882,0.027172232062796366,0.5,2015-07-19T04:45:00Z
0.005039605635367632,0.028047190789516632,0.5,2015-07-19T05:15:00Z
0.005455503349663006,0.028475970985378077,0.5,2015-07-19T05:45:00Z
0.005725179510927896,0.028440664104550328,0.5,2015-07-19T06:15:00Z
0.0057565674506488895,0.02859334634449373,0.5,2015-07-19T06:45:00Z
0.005561151954836117,0.028485289007839403,0.5,2015-07-19T07:15:00Z
0.005216387952854602,0.0275619121089308,0.5,2015-07-19T07:45:00Z
0.004842026083403011,0.02664975648732167,0.5,2015-07-19T08:15:00Z
0.004565309159619663,0.026331514296704574,0.5,2015-07-19T08:45:00Z
0.004457017422369174,0.02617349457869949,0.5,2015-07-19T09:15:00Z
0.004484666638020206,0.026172560159897485,0.5,2015-07-19T09:45:00Z
0.004558191775070098,0.027104360344543166,0.5,2015-07-19T10:15:00Z
0.004596218544154586,0.02935731066545913,0.5,2015-07-19T10:45:00Z
0.004556755425430083,0.0318660662701999,0.5,2015-07-19T11:15:00Z
0.004487978296967749,0.03278730607607567,0.5,2015-07-19T11:45:00Z
0.004488221711575322,0.031801762862977014,0.5,2015-07-19T12:15:00Z
0.0045561500256498305,0.030388180728541204,0.5,2015-07-19T12:45:00Z
0.004591700348760769,0.029627558183093018,0.5,2015-07-19T13:15:00Z
0.0045476291825768045,0.029667649393735257,0.5,2015-07-19T13:45:00Z
0.004467368957521439,0.03024923917053074,0.5,2015-07-19T14:15:00Z
0.0044209066376166995,0.03072278226347786,0.5,2015-07-19T14:45:00Z
0.004450957375227356,0.031072152166381622,0.5,2015-07-19T15:15:00Z
