Household 193,Household 213,Quantile,Datetime
0.37776567740303746,0.18454987441610735,0.5,2015-07-19T00:15:00Z
0.39337558039496673,0.18659039659232649,0.5,2015-07-19T00:45:00Z
0.3949742183359005,0.18522102814115027,0.5,2015-07-19T01:15:00Z
0.3791110911814821,0.18082922716353264,0.5,2015-07-19T01:45:00Z
0.3610613728221252,0.17508433209149096,0.5,2015-07-19T02:15:00Z
0.3569405223901315,0.17283950374838725,0.5,2015-07-19T02:45:00Z
0.3629671427201059,0.17967753508503292,0.5,2015-07-19T03:15:00Z
0.36737660639257375,0.19251909512642432,0.5,2015-07-19T03:45:00Z
0.3660719755205225,0.20432171230753923,0.5,2015-07-19T04:15:00Z
0.35793289531663064,0.22050294064231546,0.5,2015-07-19T04:45:00Z
0.3446465855356355,0.2528044118605361,0.5,2015-07-19T05:15:00Z
0.34030073868783944,0.29828838995847123,0.5,2015-07-19T05:45:00Z
0.36526590952795307,0.3410634231407838,0.5,2015-07-19T06:15:00Z
0.4249602211199567,0.37084310232839346,0.5,2015-07-19T06:45:00Z
0.49836108762478093,0.391028860518215,0.5,2015-07-19T07:15:00Z
0.5539769843553187,0.40962055138877884,0.5,2015-07-19T07:45:00Z
0.5764999505662831,0.4238998588928947,0.5,2015-07-19T08:15:00Z
0.5704516296322336,0.4214352781388727,0.5,2015-07-19T08:45:00Z
0.5482090553180474,0.40035641218277734,0.5,2015-07-19T09:15:00Z
0.5220458589636146,0.3758779727476234,0.5,2015-07-19T09:45:00Z
0.5045593424506429,0.3610819061559852,0.5,2015-07-19T10:15:00Z
0.5162305142361209,0.35497244618999385,0.5,2015-07-19T10:45:00Z
0.5737407165471387,0.3513854465360439,0.5,2015-07-19T11:15:00Z
0.6649997942769951,0.34730244589788795,0.5,2015-07-19T11:45:00Z
0.7492405994206771,0.34362570695517086,0.5,2015-07-19T12:15:00Z
0.7862086620113723,0.3434561143098259,0.5,2015-07-19T12:45:00Z
0.7692685671553533,0.34648570047813887,0.5,2015-07-19T13:15:00Z
0.7229218209159612,0.34776826358419877,0.5,2015-07-19T13:45:00Z
0.6732830534631958,0.344551397735416,0.5,2015-07-19T14:15:00Z
0.6416035479167107,0.3390527059711855,0.5,2015-07-19T14:45:00Z
0.6424552251008164,0.33667290810265765,0.5,2015-07-19T15:15:00Z
0.6624383019588057,0.3448371656188272,0.5,2015-07-19T15:45:00Z
0.6723555214708257,0.3689616804900077,0.5,2015-07-19T16:15:00Z
0.6653550254407288,0.41132970130642393,0.5,2015-07-19T16:45:00Z
0.6558609248480924,0.4807199035404128,0.5,2015-07-19T17:15:00Z
0.6625599272579754,0.5950339666799355,0.5,2015-07-19T17:45:00Z
0.6967934647887111,0.753181269161471,0.5,2015-07-19T18:15:00Z
0.745773592490237,0.9032329977963808,0.5,2015-07-19T18:45:00Z
0.7912992358289871,0.9704326955675682,0.5,2015-07-19T19:15:00Z
0.8314220403985051,0.9376605690993123,0.5,2015-07-19T19:45:00Z
0.8496265707026329,0.8625686462138373,0.5,2015-07-19T20:15:00Z
0.8130093747699509,0.7945309906245883,0.5,2015-07-19T20:45:00Z
0.7253999523084174,0.7329825690158466,0.5,2015-07-19T21:15:00Z
0.6294354146198223,0.6732519637581313,0.5,2015-07-19T21:45:00Z
0.553916036391699,0.626284504246871,0.5,2015-07-19T22:15:00Z
0.4961753024299177,0.5961108528369902,0.5,2015-07-19T22:45:00Z
0.4457134408406628,0.5781384082702213,0.5,2015-07-19T23:15:00Z
0.4004695570784681,0.5695924397278349,0.5,2015-07-19T23:45:00Z
0.32557381371114147,0.5751453516609946,0.5,2015-07-20T00:15:00Z
0.3376313783994777,0.5764315691752817,0.5,2015-07-20T00:45:00Z
0.34805556914051533,0.575322431703675,0.5,2015-07-20T01:15:00Z
0.34776912488293615,0.5674184341881815,0.5,2015-07-20T01:45:00Z
0.33341581821020877,0.5578394748938716,0.5,2015-07-20T02:15:00Z
0.3167687618382183,0.5538503774428176,0.5,2015-07-20T02:45:00Z
0.313059236864296,0.5543412587667165,0.5,2015-07-20T03:15:00Z
0.32525911378254857,0.5576931460196488,0.5,2015-07-20T03:45:00Z
0.349766980092928,0.5660655719519766,0.5,2015-07-20T04:15:00Z
0.38949850859972135,0.5815092503224316,0.5,2015-07-20T04:45:00Z
0.4507380615202789,0.6050334816799576,0.5,2015-07-20T05:15:00Z
0.5259224525914069,0.6334003200444243,0.5,2015-07-20T05:45:00Z
0.5867821411428796,0.668152853361535,0.5,2015-07-20T06:15:00Z
0.6087895435728272,0.7225934422303825,0.5,2015-07-20T06:45:00Z
0.6029829751013992,0.7908609826632363,0.5,2015-07-20T07:15:00Z
0.6067320795378005,0.8362345136618753,0.5,2015-07-20T07:45:00Z
0.636250315646828,0.8487271970284617,0.5,2015-07-20T08:15:00Z
0.6678847380828414,0.8745164834735644,0.5,2015-07-20T08:45:00Z
0.6763717325423702,0.9473221774186247,0.5,2015-07-20T09:15:00Z
0.6646661448999699,1.0254153160755741,0.5,2015-07-20T09:45:00Z
0.6559269519865661,1.0276800527499013,0.5,2015-07-20T10:15:00Z
0.6749893782177123,0.9245572769630667,0.5,2015-07-20T10:45:00Z
0.7280763501888695,0.7729580632897846,0.5,2015-07-20T11:15:00Z
0.7967175310852105,0.6494145241813849,0.5,2015-07-20T11:45:00Z
0.8459261543342781,0.5807679039667708,0.5,2015-07-20T12:15:00Z
0.8441368716000541,0.5544834863274202,0.5,2015-07-20T12:45:00Z
0.7928092941121411,0.5557106629405018,0.5,2015-07-20T13:15:00Z
0.7281408227526526,0.5725444184538832,0.5,2015-07-20T13:45:00Z
0.6952212661314631,0.5882847412670542,0.5,2015-07-20T14:15:00Z
0.7296056443820573,0.5865477115970265,0.5,2015-07-20T14:45:00Z
0.8479699489083595,0.5626605619792461,0.5,2015-07-20T15:15:00Z
1.0279323134847669,0.5303898702539793,0.5,2015-07-20T15:45:00Z
1.1982120596724448,0.5120136664578246,0.5,2015-07-20T16:15:00Z
1.287625890024527,0.516374162267327,0.5,2015-07-20T16:45:00Z
1.2916897376959406,0.5376701924728068,0.5,2015-07-20T17:15:00Z
1.2613544341659324,0.5738602567188006,0.5,2015-07-20T17:45:00Z
1.2262829441225596,0.6265820344172561,0.5,2015-07-20T18:15:00Z
1.1651174031574094,0.6870075028603346,0.5,2015-07-20T18:45:00Z
1.064825329636366,0.733782152292312,0.5,2015-07-20T19:15:00Z
0.9641840700508167,0.7354944763763042,0.5,2015-07-20T19:45:00Z
0.9164535781385511,0.6679027934672559,0.5,2015-07-20T20:15:00Z
0.944068724071615,0.551555794952898,0.5,2015-07-20T20:45:00Z
1.026050300260833,0.44674618867748295,0.5,2015-07-20T21:15:00Z
1.0960254466045498,0.3951940069884588,0.5,2015-07-20T21:45:00Z
1.0707675363854252,0.3869934580207111,0.5,2015-07-20T22:15:00Z
0.9282366906928285,0.3824111037637065,0.5,2015-07-20T22:45:00Z
0.7377784336106467,0.3546705258260637,0.5,2015-07-20T23:15:00Z
0.578525310791034,0.308352336851346,0.5,2015-07-20T23:45:00Z
0.3925475235843456,0.18014974599666003,0.5,2015-07-21T00:15:00Z
0.38288504328739925,0.16492130759051116,0.5,2015-07-21T00:45:00Z
0.37273938752643837,0.15124843330071597,0.5,2015-07-21T01:15:00Z
0.3618160083012457,0.1435733467375689,0.5,2015-07-21T01:45:00Z
0.3519765504992556,0.1408499337249539,0.5,2015-07-21T02:15:00Z
0.3487132450944139,0.14065054633558993,0.5,2015-07-21T02:45:00Z
0.35161760347240134,0.14224817505263312,0.5,2015-07-21T03:15:00Z
0.35278602242820345,0.1429979303954952,0.5,2015-07-21T03:45:00Z
0.35376693151104055,0.14209454754964124,0.5,2015-07-21T04:15:00Z
0.3670226415999262,0.14222161794048868,0.5,2015-07-21T04:45:00Z
0.3904564734130567,0.14376322008433282,0.5,2015-07-21T05:15:00Z
0.4004321273642806,0.14762743981391507,0.5,2015-07-21T05:45:00Z
0.38531110290464493,0.15866435926189215,0.5,2015-07-21T06:15:00Z
0.36738368769807356,0.181945650862891,0.5,2015-07-21T06:45:00Z
0.37849717509279085,0.22325766089147092,0.5,2015-07-21T07:15:00Z
0.4283495341199717,0.28232871629875195,0.5,2015-07-21T07:45:00Z
0.4990828033016359,0.3413906260972057,0.5,2015-07-21T08:15:00Z
0.5655950618973997,0.38153401849941565,0.5,2015-07-21T08:45:00Z
0.6169206710020956,0.4020107944801062,0.5,2015-07-21T09:15:00Z
0.6489380924121405,0.4126931809113145,0.5,2015-07-21T09:45:00Z
0.6547890207928376,0.4370828048046512,0.5,2015-07-21T10:15:00Z
0.6471128218852668,0.5063830643248772,0.5,2015-07-21T10:45:00Z
0.6661791141700826,0.6063318019391392,0.5,2015-07-21T11:15:00Z
0.7321789162143852,0.6675856296061813,0.5,2015-07-21T11:45:00Z
0.8059537833071878,0.6506013929651915,0.5,2015-07-21T12:15:00Z
0.8292178453017776,0.5937858890818002,0.5,2015-07-21T12:45:00Z
0.7899373296674206,0.5517512719466225,0.5,2015-07-21T13:15:00Z
0.7240870925999798,0.5366563304943148,0.5,2015-07-21T13:45:00Z
0.6699715883445688,0.536322437739472,0.5,2015-07-21T14:15:00Z
0.6386296674060487,0.5464322724178071,0.5,2015-07-21T14:45:00Z
0.6251759619303715,0.5636319233403335,0.5,2015-07-21T15:15:00Z
0.6374823100313346,0.5778980515431451,0.5,2015-07-21T15:45:00Z
0.6951998139830875,0.5998700683486822,0.5,2015-07-21T16:15:00Z
0.7946524141543885,0.6711192615272971,0.5,2015-07-21T16:45:00Z
0.8990411616396331,0.8110692965047729,0.5,2015-07-21T17:15:00Z
0.9692681639225789,0.9668965059769568,0.5,2015-07-21T17:45:00Z
0.9838330486333725,1.0509742001310562,0.5,2015-07-21T18:15:00Z
0.951184546623567,1.0243324719817424,0.5,2015-07-21T18:45:00Z
0.9186961297005625,0.9168921012791098,0.5,2015-07-21T19:15:00Z
0.933264600221554,0.7759225027721584,0.5,2015-07-21T19:45:00Z
0.9927105016561023,0.6327371911848094,0.5,2015-07-21T20:15:00Z
1.0520363816512772,0.5109558384817324,0.5,2015-07-21T20:45:00Z
1.0616606639565704,0.42233711590216555,0.5,2015-07-21T21:15:00Z
1.0003328243793843,0.3588244665410748,0.5,2015-07-21T21:45:00Z
0.8842967948558401,0.3120693586555327,0.5,2015-07-21T22:15:00Z
0.7550437138202027,0.28244850938338806,0.5,2015-07-21T22:45:00Z
0.6550348855167402,0.2642846553291279,0.5,2015-07-21T23:15:00Z
0.6003454150691713,0.2469357309455536,0.5,2015-07-21T23:45:00Z
0.344419993962425,0.28028530477215163,0.5,2015-07-22T00:15:00Z
0.3571246471172924,0.2765368220058403,0.5,2015-07-22T00:45:00Z
0.36299819335520334,0.2732340163044209,0.5,2015-07-22T01:15:00Z
0.35939679897013915,0.27711900102110065,0.5,2015-07-22T01:45:00Z
0.35277492386874765,0.2815263588803615,0.5,2015-07-22T02:15:00Z
0.3510019246960031,0.2802945303040757,0.5,2015-07-22T02:45:00Z
0.352740519767554,0.2819819881296839,0.5,2015-07-22T03:15:00Z
0.35260746904869794,0.2886714279820614,0.5,2015-07-22T03:45:00Z
0.34964435870071914,0.2961533995078929,0.5,2015-07-22T04:15:00Z
0.3432048581563133,0.31159089355284963,0.5,2015-07-22T04:45:00Z
0.3331658510237873,0.33547218598042816,0.5,2015-07-22T05:15:00Z
0.3293819130308921,0.3566440515101605,0.5,2015-07-22T05:45:00Z
0.34522284369335343,0.37943022417053124,0.5,2015-07-22T06:15:00Z
0.3803282179276507,0.41776326225076166,0.5,2015-07-22T06:45:00Z
0.42007216358236477,0.46294624458599326,0.5,2015-07-22T07:15:00Z
0.4483607817623219,0.4814820946097389,0.5,2015-07-22T07:45:00Z
0.4590752116652936,0.45402635502197175,0.5,2015-07-22T08:15:00Z
0.4677749839209893,0.40563924475272645,0.5,2015-07-22T08:45:00Z
0.5058484713596438,0.3710020839314072,0.5,2015-07-22T09:15:00Z
0.5846539479363517,0.35012604474227343,0.5,2015-07-22T09:45:00Z
0.6775724030111406,0.334349887811721,0.5,2015-07-22T10:15:00Z
0.750080839164999,0.33997589500888126,0.5,2015-07-22T10:45:00Z
0.7956301437707471,0.3851329268331299,0.5,2015-07-22T11:15:00Z
0.8292368679795077,0.46663621915825954,0.5,2015-07-22T11:45:00Z
0.8529421522929317,0.5620482434224514,0.5,2015-07-22T12:15:00Z
0.8500698254083067,0.6299818809369329,0.5,2015-07-22T12:45:00Z
0.815550797943334,0.6325717985196408,0.5,2015-07-22T13:15:00Z
0.7692895658996038,0.5774393642213822,0.5,2015-07-22T13:45:00Z
0.7307777512661012,0.5112734814280581,0.5,2015-07-22T14:15:00Z
0.7027103338259592,0.46513042282403616,0.5,2015-07-22T14:45:00Z
0.6855329763715542,0.43660390191712056,0.5,2015-07-22T15:15:00Z
0.6819433315369324,0.4185893509451368,0.5,2015-07-22T15:45:00Z
0.6880910273825132,0.41183160623398296,0.5,2015-07-22T16:15:00Z
0.6982209514668011,0.4170462455792721,0.5,2015-07-22T16:45:00Z
0.7130715905044716,0.4352269666670153,0.5,2015-07-22T17:15:00Z
