Household 13,Household 56,Household 61,Household 114,Household 159,Household 161,Household 176,Household 184,Household 190,Household 223,Quantile,Datetime
0.2415737570692985,0.12462230642429711,0.15934389322896608,0.16069938893705088,0.1771102573850394,0.1531575357519162,0.12805559390873905,0.13253531978162236,0.2009690944596829,0.2254856192797388,0.5,2015-07-19T00:15:00Z
0.23299520657556147,0.12871536951808887,0.13955169115183802,0.15350595059293057,0.19222144055591076,0.14598972958853393,0.1295991504176152,0.12756950730269043,0.19725741061179944,0.21805147570872468,0.5,2015-07-19T00:45:00Z
0.22103694270480465,0.13417269290884268,0.12181981229668652,0.14271605565669307,0.1954711562838867,0.1379054414029236,0.1287609924454023,0.11958602283794946,0.19527570707239547,0.20785326177635413,0.5,2015-07-19T01:15:00Z
0.20225401204225785,0.1405500833606305,0.10908047058806679,0.13046278974461337,0.18396077928508597,0.13184125472422303,0.12660727491644047,0.11058293612667082,0.20042151033118408,0.19446761117998176,0.5,2015-07-19T01:45:00Z
0.17738007630921532,0.14553723728462206,0.10221258382914697,0.11898674319735099,0.16860558247973262,0.12842007959183493,0.12270427905542354,0.10318157033856741,0.21759588692893383,0.1806933542143677,0.5,2015-07-19T02:15:00Z
0.1516618936614501,0.14675316347240527,0.09955938541579815,0.10899576328042249,0.1605645475916496,0.1273289468688172,0.11639912173586683,0.09847607414968257,0.24729417993010058,0.17097358724627557,0.5,2015-07-19T02:45:00Z
0.1296367289065988,0.14416028047340015,0.0985138029053903,0.10077589883874566,0.15663462055113742,0.12987096807086354,0.11086382643877904,0.09611871877722193,0.28262474362535617,0.1664961687581308,0.5,2015-07-19T03:15:00Z
0.11412246939425005,0.13956410023206192,0.09830888993820125,0.09533632478745578,0.14888897722488312,0.13730749208739304,0.11126635005264214,0.09489839779346335,0.3119426641018537,0.1648788564999635,0.5,2015-07-19T03:45:00Z
0.10605759072161615,0.13496162905712827,0.0997086144782051,0.09351544124484366,0.14013880070160775,0.15248354207897016,0.12008636033525882,0.09424695697455437,0.3282818302807458,0.16363662043653063,0.5,2015-07-19T04:15:00Z
0.1035408958759355,0.1315806645794132,0.10343136334951654,0.09452574799538195,0.14055611619737388,0.17981975947483841,0.1354565640516016,0.09501941472208177,0.33358965517240535,0.16198204230403432,0.5,2015-07-19T04:45:00Z
0.10416264367091747,0.12984668207468483,0.11184351322650288,0.09679290324276235,0.15461182860886558,0.21287975200952997,0.15037474274523235,0.09763979878682721,0.3327768503149732,0.1590192143324778,0.5,2015-07-19T05:15:00Z
0.10588010724884303,0.13092118387885732,0.12922728716420964,0.10055360449422285,0.17710340418325474,0.22964424943180198,0.1551792925538416,0.10203326642405006,0.32772515538704505,0.15043068953443828,0.5,2015-07-19T05:45:00Z
0.10649111697787947,0.1393558837449869,0.15969699940370252,0.10807522225011576,0.19883185190176586,0.216015763308276,0.14744860600408055,0.10786217122210624,0.3191900707166758,0.13115170581311367,0.5,2015-07-19T06:15:00Z
0.10568878218076416,0.1685689036310093,0.20686706735327784,0.12266930798987442,0.21663661207157553,0.18531099586038047,0.13620537160009286,0.1126169183486204,0.3104976005064512,0.10300104703876854,0.5,2015-07-19T06:45:00Z
0.105074429721361,0.2476440383528041,0.2674257634617921,0.1482447095481832,0.23617239741123525,0.16173239116798727,0.13077344608621136,0.11399390599651361,0.30530839168181817,0.07576119656103317,0.5,2015-07-19T07:15:00Z
0.10635065506169725,0.4054076988978687,0.32284992249655164,0.1826650814603215,0.26179241153884003,0.15512725206583464,0.13241971565229982,0.11441319824473539,0.3042188343274706,0.061376084442881784,0.5,2015-07-19T07:45:00Z
0.1128209291378723,0.6198789519318351,0.3547298523059639,0.21497007020247186,0.29176450347486516,0.15986374342990897,0.14102370839434444,0.12014745149693508,0.305266767037274,0.07022489054732546,0.5,2015-07-19T08:15:00Z
0.13028387667148303,0.8090629954733014,0.3638387027425244,0.24298702056203644,0.3185999320584655,0.17097392147718826,0.16286771460239985,0.13714540224730828,0.3077538986535676,0.10672484936127288,0.5,2015-07-19T08:45:00Z
0.1635863763145414,0.9156733769317086,0.3571983145169512,0.2804335268612571,0.32825466620495863,0.19444149725219786,0.20642226153598034,0.16315465758911746,0.31475304914893765,0.15770473917251032,0.5,2015-07-19T09:15:00Z
0.21616620083782873,0.945551316473375,0.337817713326719,0.3360703388521249,0.32127524625341114,0.24791370023046197,0.2741343746526352,0.1853471303786917,0.32916888439582914,0.19762310134895134,0.5,2015-07-19T09:45:00Z
0.2973376869496968,0.8969617277027658,0.3174280952647933,0.41136918815097684,0.3363853114095618,0.35371922266173983,0.3609703264300568,0.19751618910543114,0.3481762998593998,0.22661487522313573,0.5,2015-07-19T10:15:00Z
0.41638526859317326,0.7661438308492345,0.3111364629273569,0.5104396415376307,0.4206949171870597,0.5142279875541352,0.4540766231463305,0.20599562981500028,0.36336268920701986,0.2761142451940645,0.5,2015-07-19T10:45:00Z
