Household 118,Household 121,Household 187,Household 197,Quantile,Datetime
0.4485281972048947,0.6944447355028439,0.47032223001945106,0.7368514242687447,0.5,2015-07-19T00:15:00Z
0.4458233744130923,0.7314647098516613,0.4544830617410448,0.6620702759618052,0.5,2015-07-19T00:45:00Z
0.44315700330013574,0.7580204891268433,0.43987587528367095,0.5861990906704087,0.5,2015-07-19T01:15:00Z
0.4410653072022357,0.7340596082426396,0.4287830432287093,0.5356286958263686,0.5,2015-07-19T01:45:00Z
0.439563447033868,0.6498894596450081,0.4199555456647876,0.5098086120896134,0.5,2015-07-19T02:15:00Z
0.43812186037904066,0.5476050876729804,0.4090936583037408,0.4834171265391778,0.5,2015-07-19T02:45:00Z
0.4363179873002203,0.4686954096537978,0.39335129304386085,0.4472519636454785,0.5,2015-07-19T03:15:00Z
0.4342099022620908,0.41473604578022494,0.3756644591000103,0.4135194940369906,0.5,2015-07-19T03:45:00Z
0.4321993924519559,0.3694898871314179,0.362584936116417,0.3926393260690073,0.5,2015-07-19T04:15:00Z
0.4307870905607796,0.33055302105466705,0.3562533660169906,0.3864898108170041,0.5,2015-07-19T04:45:00Z
0.4304571178962088,0.31094699956618094,0.352846881634181,0.39396447183228894,0.5,2015-07-19T05:15:00Z
0.43164761560995135,0.31922703333885427,0.3501410792697456,0.41223783874479014,0.5,2015-07-19T05:45:00Z
0.43480901049194,0.3449873493858714,0.3516023941987774,0.4328018152467197,0.5,2015-07-19T06:15:00Z
0.4407174057179774,0.36503176754493144,0.36257797162330585,0.44347654088312477,0.5,2015-07-19T06:45:00Z
0.4508248637743369,0.3667266664586021,0.3827002732805204,0.44226038775825677,0.5,2015-07-19T07:15:00Z
0.46626559261244627,0.36016363315706945,0.40091810129543126,0.43950666471169675,0.5,2015-07-19T07:45:00Z
0.48515348149664167,0.3616599542039093,0.40504509733217475,0.4400118883042463,0.5,2015-07-19T08:15:00Z
0.5020787440533646,0.38104422729632387,0.3980216081816247,0.44100856062107047,0.5,2015-07-19T08:45:00Z
0.5127742854162171,0.426700149075436,0.3974913515529952,0.44188804170969953,0.5,2015-07-19T09:15:00Z
0.5186775826049754,0.4956609712340075,0.42158138019811,0.4409937213250121,0.5,2015-07-19T09:45:00Z
