Household 96,Household 164,Household 174,Household 196,Quantile,Datetime
0.5404887714704002,0.4413665906113683,0.4311283579222741,0.7922817841989371,0.5,2015-07-19T00:15:00Z
0.517663796830439,0.37626210283179845,0.4381206023471526,0.7106221542331993,0.5,2015-07-19T00:45:00Z
0.47732949990999685,0.31028717533187605,0.44761693961073906,0.5877973208163629,0.5,2015-07-19T01:15:00Z
0.41573503825390207,0.25859784890150156,0.4567239683712406,0.4428209191626991,0.5,2015-07-19T01:45:00Z
0.3463203700595546,0.22722002382961723,0.4645523411896815,0.31456058663885916,0.5,2015-07-19T02:15:00Z
0.2904311160020937,0.21155155992079872,0.469008969094497,0.22903508719937862,0.5,2015-07-19T02:45:00Z
0.25797323380222775,0.2061789677976221,0.4657845511282599,0.18641341231843891,0.5,2015-07-19T03:15:00Z
0.24574679055188087,0.20772848529501411,0.45664838305875677,0.1724626781333182,0.5,2015-07-19T03:45:00Z
0.24661056644287854,0.21377385854277053,0.4483408798620019,0.1714871270653461,0.5,2015-07-19T04:15:00Z
0.2554657738151772,0.22221291671929647,0.441267915023597,0.17740320515002908,0.5,2015-07-19T04:45:00Z
0.27152896173257574,0.22997344872557854,0.42734841942317553,0.19548648421852602,0.5,2015-07-19T05:15:00Z
0.2970876058652558,0.23469580187421477,0.39858824157964806,0.23086813807975404,0.5,2015-07-19T05:45:00Z
0.33213731196247587,0.2369079174593545,0.35489727216326733,0.27503727920713034,0.5,2015-07-19T06:15:00Z
0.3681612325175405,0.23794790544125455,0.30503153952869866,0.30843541348457093,0.5,2015-07-19T06:45:00Z
0.38923557058093866,0.23793951949683295,0.26278712204742294,0.32133709740161076,0.5,2015-07-19T07:15:00Z
0.38764761196139574,0.2369285083410347,0.241131821611542,0.3230561739314572,0.5,2015-07-19T07:45:00Z
0.37387706188628816,0.23647762436693104,0.24825070942481162,0.3229212477144185,0.5,2015-07-19T08:15:00Z
0.36003471450177676,0.2388285750627147,0.2891163646002486,0.315901135091943,0.5,2015-07-19T08:45:00Z
0.3470057171871793,0.24322532110750772,0.3619147150557919,0.2944924140118256,0.5,2015-07-19T09:15:00Z
0.3360054445066562,0.24668549113017502,0.44871342526461405,0.2638744603634203,0.5,2015-07-19T09:45:00Z
0.3350401962865752,0.24966129067517356,0.5219144427236471,0.24150081211053462,0.5,2015-07-19T10:15:00Z
0.350941264166241,0.25619465550985815,0.5677216956164174,0.2373241029063936,0.5,2015-07-19T10:45:00Z
0.3864565738440667,0.27124794971105903,0.5990172981924544,0.2377493344459752,0.5,2015-07-19T11:15:00Z
0.43695160569011643,0.3019533762893946,0.6384150829660965,0.2283955328674472,0.5,2015-07-19T11:45:00Z
0.48246219980024485,0.35851920375607665,0.6846010402229193,0.219268921086546,0.5,2015-07-19T12:15:00Z
0.49919160891783104,0.4527995974776152,0.7048619141415712,0.22692912820438918,0.5,2015-07-19T12:45:00Z
0.48311442809199406,0.5870940064095899,0.6773514058733361,0.251327846640983,0.5,2015-07-19T13:15:00Z
0.4554832551370192,0.7331349460267838,0.6218432529655368,0.28000347262352976,0.5,2015-07-19T13:45:00Z
0.45282459766678074,0.8374323344962873,0.5687055904985873,0.30319938270483787,0.5,2015-07-19T14:15:00Z
0.5062155786882725,0.8625181248922844,0.5279474577514172,0.32033826276786853,0.5,2015-07-19T14:45:00Z
0.6162021273310635,0.8140032588087652,0.4994748509970331,0.33445731258160505,0.5,2015-07-19T15:15:00Z
0.7483463960079065,0.720003295131769,0.4821123951795598,0.34658686009551903,0.5,2015-07-19T15:45:00Z
0.8574299292484716,0.6011645637557342,0.4647675575462595,0.357711559852404,0.5,2015-07-19T16:15:00Z
0.9218767857833141,0.47896562933999653,0.4300915477717414,0.37622005063347946,0.5,2015-07-19T16:45:00Z
0.952482585646292,0.3832603374308985,0.3769777629246795,0.4184258256941744,0.5,2015-07-19T17:15:00Z
0.9578610464139421,0.32880819347279494,0.3257121817994015,0.4953123680617171,0.5,2015-07-19T17:45:00Z
0.9248638873242834,0.3064844743802494,0.29547326651194195,0.6029808155630002,0.5,2015-07-19T18:15:00Z
0.8497133114807421,0.3016940752791395,0.28896338497931284,0.7205573026822666,0.5,2015-07-19T18:45:00Z
0.7536592809433731,0.30855198036188886,0.29731267877727935,0.8075593759610524,0.5,2015-07-19T19:15:00Z
0.6622727770332987,0.3262959834971459,0.3102103303312697,0.8296701725984895,0.5,2015-07-19T19:45:00Z
0.5935771941082824,0.3501137265999364,0.3256728072192028,0.8040351081555293,0.5,2015-07-19T20:15:00Z
0.5570940582491042,0.37204432774779483,0.3545299528641196,0.7862430706812327,0.5,2015-07-19T20:45:00Z
0.5509976428331407,0.3882544446420271,0.40768611799866505,0.807676590600776,0.5,2015-07-19T21:15:00Z
0.5625589258952459,0.40109219969750154,0.47668499299911393,0.8568313334393739,0.5,2015-07-19T21:45:00Z
0.5762277815927422,0.41513532224614585,0.5366135015416509,0.9150499569467917,0.5,2015-07-19T22:15:00Z
0.5839735866117837,0.4307877876097577,0.5699263655029403,0.9762026120294692,0.5,2015-07-19T22:45:00Z
0.587668477325813,0.44217383143087474,0.578961420439401,1.0352387876155449,0.5,2015-07-19T23:15:00Z
0.591966468587561,0.44420879240147176,0.5757114510569026,1.0848611158528567,0.5,2015-07-19T23:45:00Z
0.43321537050886777,0.580465056162239,0.44905930047317993,0.4239028156573307,0.5,2015-07-20T00:15:00Z
0.38299949314362136,0.5558187832250331,0.44791678004660324,0.35713088783627917,0.5,2015-07-20T00:45:00Z
0.331869566464543,0.518916976527718,0.45036859637940474,0.2855339459230056,0.5,2015-07-20T01:15:00Z
0.2920910328861425,0.4586107615159902,0.4562845719771524,0.2270284644794044,0.5,2015-07-20T01:45:00Z
0.26799976700982936,0.378346122039961,0.4612008968112765,0.19323626086246157,0.5,2015-07-20T02:15:00Z
0.25308820553476424,0.3019255311078923,0.46076152498034234,0.18037312405767494,0.5,2015-07-20T02:45:00Z
0.24137683818008504,0.24960704700135947,0.45564107683789457,0.17748491268683816,0.5,2015-07-20T03:15:00Z
0.23406733896827495,0.2231337579914491,0.45018027063884003,0.176441359514671,0.5,2015-07-20T03:45:00Z
0.2349945685815497,0.21490989985212886,0.4473090113381082,0.17462415497144784,0.5,2015-07-20T04:15:00Z
0.2463595318066116,0.21630687622118194,0.44305655634172814,0.17381262639239814,0.5,2015-07-20T04:45:00Z
0.26920833188761106,0.21956947667600848,0.4261457217753321,0.17737386935418076,0.5,2015-07-20T05:15:00Z
0.3004530957750343,0.22026179297668144,0.3891330693958374,0.18765442912065372,0.5,2015-07-20T05:45:00Z
0.32708504597388655,0.21782541495144522,0.34168399809567573,0.20296214070893528,0.5,2015-07-20T06:15:00Z
0.33379907408425613,0.21430356242860496,0.30635159650257054,0.21492667895215775,0.5,2015-07-20T06:45:00Z
0.3199518847999839,0.2144199367763806,0.29946263366849324,0.215593084154607,0.5,2015-07-20T07:15:00Z
0.29873928327592736,0.22592323317185212,0.32234323866322,0.2073738179158231,0.5,2015-07-20T07:45:00Z
0.28011471213614636,0.2557520427421548,0.3727619708495056,0.19863614494429982,0.5,2015-07-20T08:15:00Z
0.2654035277429709,0.29784847489255195,0.4517437688311884,0.1965028236515564,0.5,2015-07-20T08:45:00Z
0.2556090913384346,0.3270426628476331,0.5474796630972938,0.2069915496062323,0.5,2015-07-20T09:15:00Z
0.25289630942418945,0.3216678711020569,0.6238412528117359,0.23208668466125099,0.5,2015-07-20T09:45:00Z
0.2551659186000697,0.2903102591466426,0.6479423081579015,0.2679584978746178,0.5,2015-07-20T10:15:00Z
0.25747444381220547,0.26045590776611566,0.6449347238512664,0.30730331136392336,0.5,2015-07-20T10:45:00Z
0.257831244952083,0.24757361202035852,0.6927989883764345,0.33513841188728266,0.5,2015-07-20T11:15:00Z
0.25926737806967287,0.24591567847965076,0.8104267009936992,0.33024069121396465,0.5,2015-07-20T11:45:00Z
0.26673561339884627,0.2437146943271188,0.8926329564404789,0.2886663326707801,0.5,2015-07-20T12:15:00Z
0.2801733231407333,0.23875220080564827,0.8309452636791996,0.23597026780255353,0.5,2015-07-20T12:45:00Z
0.2921175484922746,0.2372496952466527,0.656482724485311,0.20072579136387986,0.5,2015-07-20T13:15:00Z
0.29532900931060985,0.24342914543919078,0.4879757603430051,0.18980220265642858,0.5,2015-07-20T13:45:00Z
0.2901891130067322,0.25557513236551543,0.3912664694334017,0.19502976164136063,0.5,2015-07-20T14:15:00Z
0.2826947856040912,0.2695162414155268,0.35540735100623777,0.2117128124502466,0.5,2015-07-20T14:45:00Z
0.2776754314582291,0.2819935662498558,0.3509657854263329,0.24540613260601973,0.5,2015-07-20T15:15:00Z
0.27563873199461786,0.2940661386005853,0.3563303362623205,0.30411900447207857,0.5,2015-07-20T15:45:00Z
0.2763937160709128,0.31565768981416104,0.3557487432319196,0.3898985991494379,0.5,2015-07-20T16:15:00Z
0.28092508007901085,0.36162498439363827,0.3438439185215879,0.49192149908326016,0.5,2015-07-20T16:45:00Z
0.289659383489711,0.43395981584317556,0.32759618281916725,0.5788016662020017,0.5,2015-07-20T17:15:00Z
0.3082920166303581,0.5070377932474054,0.32116145242810173,0.6122589510783946,0.5,2015-07-20T17:45:00Z
0.3483052853620599,0.5389747222965534,0.33880306317584163,0.5901452213252486,0.5,2015-07-20T18:15:00Z
0.40814171897234347,0.510868992248433,0.37766953501340383,0.5536390652577428,0.5,2015-07-20T18:45:00Z
0.4641494164460593,0.4508650200528227,0.41012695446077,0.5293417921320408,0.5,2015-07-20T19:15:00Z
0.4931717639825151,0.4035552347565575,0.41377075192765844,0.5080727624871882,0.5,2015-07-20T19:45:00Z
0.4953959922079415,0.38771488738773124,0.39883401998829354,0.4891195900482226,0.5,2015-07-20T20:15:00Z
0.4887930774274238,0.3945925962141078,0.39387125780839616,0.49157893395959606,0.5,2015-07-20T20:45:00Z
0.48841016278183685,0.4081030313737092,0.4199592351076618,0.5234059825865025,0.5,2015-07-20T21:15:00Z
0.49452177476365333,0.41589095437502244,0.47641993705302244,0.5763247641076978,0.5,2015-07-20T21:45:00Z
0.4997590078635256,0.4117561864419814,0.540786420003814,0.6446004206546135,0.5,2015-07-20T22:15:00Z
0.4997095250997505,0.39629698322816925,0.5881998860304978,0.7250767284054883,0.5,2015-07-20T22:45:00Z
