Datetime,Household202,Household210,Quantile
17-09-2015 03:30,1.169062024,0.283492357,0.5
17-09-2015 03:45,0.898504116,0.227202686,0.5
17-09-2015 04:00,0.629864106,0.164573022,0.5
17-09-2015 04:15,0.393879861,0.121544513,0.5
17-09-2015 04:30,0.232680285,0.108162566,0.5
17-09-2015 04:45,0.151750794,0.108869662,0.5
17-09-2015 05:00,0.124841886,0.102750746,0.5
17-09-2015 05:15,0.121216374,0.088903685,0.5
17-09-2015 05:30,0.123543947,0.085128507,0.5
17-09-2015 05:45,0.129601353,0.105124545,0.5
17-09-2015 06:00,0.139578295,0.141061332,0.5
17-09-2015 06:15,0.147273613,0.166370555,0.5
17-09-2015 06:30,0.146577394,0.159637846,0.5
17-09-2015 06:45,0.137847755,0.125587288,0.5
17-09-2015 07:00,0.12572392,0.087142139,0.5
17-09-2015 07:15,0.115136599,0.06276748,0.5
17-09-2015 07:30,0.107089102,0.054826433,0.5
17-09-2015 07:45,0.099293268,0.054165264,0.5
17-09-2015 08:00,0.092506452,0.05241694,0.5
17-09-2015 08:15,0.090713522,0.048578777,0.5
17-09-2015 08:30,0.094555979,0.045165225,0.5
17-09-2015 08:45,0.099777789,0.043076523,0.5
17-09-2015 09:00,0.102910461,0.041824112,0.5
17-09-2015 09:15,0.104236465,0.041581985,0.5
17-09-2015 09:30,0.104761967,0.043373585,0.5
17-09-2015 09:45,0.104737985,0.047827318,0.5
17-09-2015 10:00,0.104390861,0.053700849,0.5
17-09-2015 10:15,0.103148862,0.058033458,0.5
17-09-2015 10:30,0.100237925,0.058929185,0.5
17-09-2015 10:45,0.096872452,0.057499042,0.5
17-09-2015 11:00,0.095569519,0.05627078,0.5
17-09-2015 11:15,0.097037716,0.056932483,0.5
17-09-2015 11:30,0.098844145,0.059681337,0.5
17-09-2015 11:45,0.098459852,0.06354627,0.5
17-09-2015 12:00,0.096231936,0.067313792,0.5
14-09-2015 00:15,3.706097515,1.687521201,0.75
14-09-2015 00:30,4.248882647,1.539421455,0.75
14-09-2015 00:45,4.650502734,1.307115264,0.75
14-09-2015 01:00,4.76473551,1.028278093,0.75
14-09-2015 01:15,4.692071745,0.785169985,0.75
14-09-2015 01:30,4.580218285,0.618890403,0.75
14-09-2015 01:45,4.413632439,0.501700632,0.75
14-09-2015 02:00,4.206351522,0.405453358,0.75
14-09-2015 02:15,4.034345016,0.338926743,0.75
14-09-2015 02:30,3.867420828,0.320435072,0.75
14-09-2015 02:45,3.588154612,0.342115135,0.75
14-09-2015 03:00,3.066230425,0.363265861,0.75
14-09-2015 03:15,2.27309791,0.343064043,0.75
14-09-2015 03:30,1.418421023,0.277143324,0.75
14-09-2015 03:45,0.77457199,0.192341275,0.75
14-09-2015 04:00,0.410099969,0.11881379,0.75
14-09-2015 04:15,0.230011188,0.073103829,0.75
14-09-2015 04:30,0.143453553,0.05526032,0.75
14-09-2015 04:45,0.107207036,0.054743782,0.75
14-09-2015 05:00,0.094632957,0.058784201,0.75
14-09-2015 05:15,0.086069438,0.060585731,0.75
14-09-2015 05:30,0.074577648,0.062185839,0.75
14-09-2015 05:45,0.061790883,0.067885547,0.75
14-09-2015 06:00,0.050478387,0.076703826,0.75
14-09-2015 06:15,0.042897147,0.080698511,0.75
14-09-2015 06:30,0.041156617,0.07239058,0.75
14-09-2015 06:45,0.045830531,0.055047734,0.75
14-09-2015 07:00,0.054578942,0.039197427,0.75
14-09-2015 07:15,0.063802388,0.030534683,0.75
14-09-2015 07:30,0.071479487,0.027495633,0.75
14-09-2015 07:45,0.077652044,0.026898401,0.75
14-09-2015 08:00,0.083864863,0.027254545,0.75
14-09-2015 08:15,0.091877138,0.028463801,0.75
14-09-2015 08:30,0.100654077,0.030702207,0.75
14-09-2015 08:45,0.105552934,0.033693049,0.75
14-09-2015 09:00,0.10298551,0.036785107,0.75
14-09-2015 09:15,0.094247239,0.039479425,0.75
14-09-2015 09:30,0.083138452,0.041730521,0.75
14-09-2015 09:45,0.07351913,0.043995063,0.75
14-09-2015 10:00,0.06806401,0.046795887,0.75
14-09-2015 10:15,0.066243255,0.050088203,0.75
14-09-2015 10:30,0.066987485,0.053486309,0.75
14-09-2015 10:45,0.070844197,0.057417822,0.75
14-09-2015 11:00,0.075608769,0.064441442,0.75
14-09-2015 11:15,0.077035835,0.079067166,0.75
14-09-2015 11:30,0.075534202,0.103741515,0.75
14-09-2015 11:45,0.075169366,0.134580463,0.75
14-09-2015 12:00,0.077661289,0.164282301,0.75
14-09-2015 12:15,4.066612851,1.921668093,0.75
14-09-2015 12:30,4.709436166,1.870592739,0.75
14-09-2015 12:45,5.097465035,1.692505134,0.75
14-09-2015 13:00,5.026873393,1.380418846,0.75
14-09-2015 13:15,4.700534469,1.023707214,0.75
