Datetime,Household 13,Household 56,Household 61,Household 114,Household 159,Household 161,Household 176,Household 184,Household 190,Household 223,Quantile
15-09-2015 09:15,0.254349007,0.589362051,0.58926823,0.427291221,0.555013404,0.99119935,0.629118423,0.600632433,0.591660261,0.66656138,0.5
15-09-2015 09:30,0.271725289,0.709927415,0.652659879,0.486595414,0.668567557,0.959197853,0.853711552,0.614721835,0.806959166,0.664335817,0.5
15-09-2015 09:45,0.281099402,0.760434519,0.632941069,0.511156726,0.734130968,0.897190141,1.030872754,0.630893779,0.957638099,0.647511679,0.5
15-09-2015 10:00,0.298363235,0.666309353,0.575811738,0.51601568,0.738301701,0.835470157,1.085345929,0.636127561,0.970903751,0.648093254,0.5
15-09-2015 10:15,0.337533856,0.509789717,0.51741141,0.527053359,0.722451991,0.817748634,1.017180559,0.622188635,0.86500904,0.660951182,0.5
15-09-2015 10:30,0.397041209,0.404061722,0.468718824,0.525259022,0.744950188,0.836683713,0.901796934,0.580354527,0.722631128,0.670628782,0.5
15-09-2015 10:45,0.473583407,0.372444696,0.427618739,0.474241527,0.79725068,0.833880487,0.804595429,0.510260235,0.610032649,0.666417495,0.5
15-09-2015 11:00,0.533793852,0.36332427,0.388938923,0.384146091,0.80038705,0.759197113,0.726877182,0.431960833,0.531577004,0.631746505,0.5
15-09-2015 11:15,0.520611831,0.329770753,0.345886247,0.301729491,0.703015357,0.622567157,0.635717457,0.367868636,0.459053702,0.554398077,0.5
15-09-2015 11:30,0.431556685,0.275953529,0.292079077,0.256275277,0.551037991,0.478145968,0.523292426,0.323572072,0.382126528,0.451795243,0.5
15-09-2015 11:45,0.325924711,0.228424344,0.231442802,0.242457891,0.429012135,0.368728043,0.417865092,0.292510672,0.313182703,0.358777241,0.5
15-09-2015 12:00,0.248079044,0.197205181,0.176082971,0.242949366,0.36923998,0.301720298,0.343581617,0.266906367,0.262484374,0.293891843,0.5
15-09-2015 12:15,0.130293833,0.1234602,0.064283043,0.180709402,0.128206099,0.155245251,0.142857415,0.142675622,0.168247578,0.185650656,0.5
15-09-2015 12:30,0.129622141,0.123216313,0.063054777,0.170939696,0.140121956,0.149740583,0.138489817,0.141172202,0.165266492,0.169478123,0.5
15-09-2015 12:45,0.12697481,0.122327599,0.060336952,0.153766569,0.15522914,0.141472832,0.129914912,0.137651643,0.163490417,0.154165731,0.5
15-09-2015 13:00,0.125323978,0.121456553,0.057130899,0.132585784,0.165333854,0.13213753,0.11944651,0.132904849,0.166428463,0.145331451,0.5
15-09-2015 13:15,0.126100134,0.120916806,0.054760582,0.11438712,0.163680216,0.123606009,0.110021514,0.128047585,0.178636972,0.143796815,0.5
15-09-2015 13:30,0.127214954,0.120570546,0.053764059,0.102845273,0.157114969,0.118254808,0.104061689,0.123861339,0.202139232,0.14443383,0.5
15-09-2015 13:45,0.127237702,0.120608741,0.053972076,0.09704804,0.158137572,0.118806195,0.103295405,0.120982818,0.231308145,0.142946581,0.5
15-09-2015 14:00,0.127136188,0.121079879,0.055173194,0.095269525,0.167501898,0.124390775,0.106533479,0.119388848,0.253953892,0.139542854,0.5
15-09-2015 14:15,0.127487875,0.121600527,0.058801523,0.096519606,0.176109628,0.130562353,0.109399427,0.11878935,0.262272171,0.136902427,0.5
15-09-2015 14:30,0.129022717,0.123458421,0.070596948,0.101110091,0.178699664,0.137686084,0.109063458,0.120861443,0.260413611,0.135905764,0.5
15-09-2015 14:45,0.136571943,0.132154825,0.100163782,0.110271588,0.187634828,0.156085075,0.107850552,0.129305589,0.259885566,0.132537343,0.5
15-09-2015 15:00,0.159599663,0.155352885,0.15224004,0.122161561,0.24478243,0.196452692,0.110288454,0.14593084,0.271713152,0.121839071,0.5
15-09-2015 15:15,0.207658213,0.19247997,0.214405304,0.129582755,0.397274221,0.252060022,0.118219026,0.166963801,0.300811111,0.104018354,0.5
15-09-2015 15:30,0.282491181,0.227968011,0.259001552,0.128240754,0.624324861,0.297628403,0.130896974,0.185341163,0.342925766,0.082627056,0.5
15-09-2015 15:45,0.363583199,0.246297421,0.26365406,0.124616774,0.808901579,0.315250344,0.147349997,0.196776119,0.38643228,0.060805339,0.5
15-09-2015 16:00,0.40412656,0.250095663,0.228762209,0.125480533,0.838782995,0.308578722,0.167168974,0.199567877,0.413912763,0.042102487,0.5
15-09-2015 16:15,0.372862924,0.25507146,0.174913075,0.126706708,0.718336427,0.283003218,0.195477859,0.191872813,0.408146574,0.029216067,0.5
15-09-2015 16:30,0.297593074,0.277589144,0.126949938,0.124141009,0.538671681,0.24086102,0.246386509,0.176773796,0.37175021,0.021199977,0.5
15-09-2015 16:45,0.231111256,0.326028094,0.099381225,0.121488317,0.383648772,0.19747234,0.328271356,0.165489791,0.332389306,0.015419173,0.5
15-09-2015 17:00,0.194012196,0.398386377,0.092683502,0.119254462,0.289026903,0.170255745,0.419766801,0.173080973,0.312893897,0.010855075,0.5
15-09-2015 17:15,0.180168919,0.490052142,0.101521687,0.115088806,0.245543804,0.163303286,0.471172857,0.2172281,0.30779989,0.008071633,0.5
15-09-2015 17:30,0.181368803,0.580393139,0.118238066,0.112086285,0.22629726,0.170556809,0.451030985,0.312521435,0.297633826,0.007618146,0.5
15-09-2015 17:45,0.183719243,0.621596447,0.129146126,0.11055091,0.213991883,0.177030484,0.38801845,0.452218695,0.275293313,0.009610504,0.5
15-09-2015 18:00,0.1755565,0.593034411,0.127479286,0.105670168,0.203940244,0.169407789,0.337151397,0.601833931,0.25229261,0.01511551,0.5
15-09-2015 18:15,0.162323156,0.5360675,0.126083882,0.09747845,0.196279441,0.151727147,0.313496372,0.713148346,0.24114539,0.027388396,0.5
15-09-2015 18:30,0.150492395,0.488372438,0.137922054,0.089473356,0.190595668,0.136925012,0.293819912,0.741424664,0.240568591,0.048646182,0.5
15-09-2015 18:45,0.137392422,0.438198808,0.155068717,0.083960192,0.187108506,0.131595756,0.26830834,0.672221902,0.243106409,0.074104186,0.5
15-09-2015 19:00,0.124157055,0.369325734,0.159679754,0.08293834,0.186150747,0.135415714,0.249767715,0.542346397,0.246190857,0.094545744,0.5
15-09-2015 19:15,0.116685538,0.29639048,0.146636449,0.087464977,0.189777822,0.145418947,0.245022196,0.40953908,0.249226368,0.107921101,0.5
15-09-2015 19:30,0.12257789,0.243173456,0.128622696,0.101907015,0.216381559,0.162656084,0.249718434,0.306681352,0.250276395,0.119280263,0.5
15-09-2015 19:45,0.158844418,0.21667375,0.126456424,0.14184153,0.295935724,0.201491743,0.257753378,0.240479264,0.251033524,0.129337573,0.5
15-09-2015 20:00,0.247908336,0.207004977,0.162850268,0.231679579,0.431620286,0.287784207,0.262504189,0.20723426,0.258063036,0.14537365,0.5
15-09-2015 20:15,0.386356882,0.204693311,0.255539943,0.386070934,0.583674272,0.428420924,0.260763119,0.201249899,0.277026022,0.204281699,0.5
15-09-2015 20:30,0.521268011,0.20990937,0.401628766,0.585162729,0.700201703,0.577505377,0.256234802,0.224085043,0.308114788,0.345904989,0.5
15-09-2015 20:45,0.599338005,0.225784091,0.567305931,0.776854478,0.740985635,0.680560694,0.258598813,0.28596225,0.349025792,0.542959111,0.5
15-09-2015 21:00,0.634179612,0.261088361,0.69439317,0.901520112,0.688584445,0.765483253,0.286728306,0.391326556,0.403634491,0.69445254,0.5
15-09-2015 21:15,0.668958265,0.327882245,0.733364875,0.907405581,0.583388319,0.905585274,0.367313484,0.514729428,0.482303574,0.725431055,0.5
