Datetime,Household 4,Household 11,Household 22,Household 33,Household 42,Household 43,Household 46,Household 48,Household 52,Household 65,Household 68,Household 72,Household 89,Household 94,Household 99,Household 101,Household 102,Household 119,Household 125,Household 129,Household 130,Household 134,Household 138,Household 143,Household 147,Household 157,Household 163,Household 168,Household 171,Household 175,Household 180,Household 186,Household 194,Household 203,Household 206,Household 208,Household 214,Household 215,Household 216,Household 219,Household 221,Household 226,Quantile
14-09-2015 03:30,0.094327045,0.191170788,0.126165441,0.182932716,0.130175112,0.111280795,0.121463526,0.114536499,0.192597567,0.138524245,0.115620098,0.443745896,0.165050215,0.088987036,0.13546267,0.130936798,0.287539212,0.15436759,0.113967614,0.119260637,0.096310274,0.203430219,0.172649606,0.118906493,0.212501304,0.254707099,0.109544333,0.090011794,0.077897783,0.154704692,0.231579452,0.110983457,0.196076695,0.136500025,0.277000276,0.113531568,0.109389084,0.067934375,0.140008681,0.132088155,0.23954186,0.071243488,0.5
14-09-2015 03:45,0.12079344,0.209236084,0.137814702,0.19335185,0.138504727,0.10385237,0.111006951,0.120303588,0.196602177,0.141819654,0.133192431,0.499337493,0.167384311,0.102814507,0.139703347,0.145636435,0.321737803,0.118480937,0.159646142,0.120971732,0.100444298,0.242710346,0.188354154,0.124754023,0.182909408,0.296856528,0.123780081,0.08527973,0.085671117,0.189282381,0.192411117,0.108358542,0.2221518,0.131625504,0.338439885,0.106551291,0.101356934,0.067244417,0.150092077,0.137477862,0.247059313,0.064585505,0.5
14-09-2015 04:00,0.158960946,0.212109657,0.146419917,0.205848761,0.133538222,0.095273913,0.08550349,0.127626162,0.194501367,0.142047949,0.149442023,0.43007389,0.165427161,0.115857991,0.131764501,0.169257605,0.31439624,0.099171256,0.212862076,0.128398136,0.102895191,0.273276977,0.199384299,0.132148804,0.157569129,0.316194283,0.13727464,0.088869144,0.091999513,0.229176932,0.152809117,0.110284879,0.287279389,0.125389885,0.36723254,0.102629959,0.089029122,0.065399365,0.162043734,0.162722173,0.216166373,0.058252533,0.5
14-09-2015 04:15,0.206365096,0.210224739,0.145656567,0.218712609,0.125150319,0.090071887,0.059765116,0.134139199,0.190547027,0.14221298,0.158826457,0.307340339,0.164340268,0.125153153,0.12127701,0.200796482,0.273513672,0.102467855,0.256566543,0.126379245,0.107362613,0.283159736,0.207555581,0.134348028,0.142461713,0.319819301,0.143307469,0.102348867,0.097291066,0.256336085,0.116546851,0.115062104,0.383731572,0.12760434,0.357162928,0.102534206,0.071332307,0.062137002,0.192680426,0.209217511,0.163977793,0.052101875,0.5
14-09-2015 04:30,0.261258839,0.210974381,0.139141681,0.230340094,0.131091786,0.088299626,0.041327205,0.137860892,0.188931579,0.144149798,0.160250973,0.218301602,0.168275637,0.131712402,0.115646907,0.232615285,0.230632235,0.116787619,0.279696893,0.117779356,0.116137054,0.272659036,0.211239953,0.130701188,0.13414392,0.309198249,0.142347452,0.126234854,0.103641236,0.257751411,0.091601554,0.119484989,0.480066776,0.151035599,0.316650161,0.1104571,0.059485113,0.057774683,0.240406412,0.250810873,0.117843188,0.046016427,0.5
14-09-2015 04:45,0.315056759,0.216561438,0.137036187,0.239844222,0.166222063,0.088818193,0.03027003,0.139848052,0.190074828,0.143943037,0.159627367,0.181709698,0.174617487,0.139661819,0.113197113,0.250601363,0.215036111,0.126626406,0.273431625,0.119395943,0.126526982,0.253074626,0.208875028,0.127018453,0.130187906,0.274343713,0.141524539,0.158857915,0.112877908,0.239788947,0.084714274,0.121011824,0.53022939,0.200897862,0.262844113,0.130511186,0.064351024,0.052052968,0.262910336,0.249883893,0.092275924,0.039899403,0.5
14-09-2015 05:00,0.351718687,0.221700157,0.139563761,0.246583834,0.228295762,0.090583629,0.024176566,0.141311548,0.187831611,0.136047713,0.158704397,0.170571137,0.179425868,0.14688439,0.1066885,0.246343359,0.225751177,0.121235559,0.234488616,0.134022118,0.133068389,0.233026382,0.203464811,0.126715033,0.130414121,0.222191622,0.144297153,0.188291566,0.121224859,0.219662336,0.092388303,0.116446483,0.511752836,0.261840606,0.21712663,0.15815234,0.081285782,0.044489533,0.223019203,0.203101314,0.086697967,0.033739545,0.5
14-09-2015 05:15,0.362678855,0.216353711,0.138774768,0.249737771,0.286688383,0.092801797,0.021250272,0.142031825,0.177046851,0.122439577,0.155089054,0.163518364,0.182063347,0.144996905,0.094968128,0.23226713,0.235855355,0.098781601,0.177299068,0.145196243,0.133155893,0.213637234,0.198799919,0.129221619,0.132099597,0.179499386,0.148037191,0.194568672,0.120560577,0.208102847,0.10217374,0.10756497,0.451543261,0.301347584,0.197161978,0.181418467,0.093792086,0.0359617,0.143416911,0.146242845,0.092819905,0.027692522,0.5
14-09-2015 05:30,0.362171064,0.200306015,0.132941582,0.24863217,0.304519369,0.095249517,0.020927458,0.141594673,0.162463357,0.111847428,0.151655433,0.157064999,0.182918118,0.131169621,0.087025595,0.230469794,0.229327218,0.069417983,0.125589467,0.143387069,0.13064735,0.194668294,0.195050369,0.132699857,0.13405717,0.165028889,0.150601511,0.171562579,0.109698596,0.208292533,0.104096508,0.101846647,0.392763517,0.300669351,0.212034793,0.193554049,0.090510083,0.027742567,0.074948196,0.104676018,0.100214506,0.022042496,0.5
14-09-2015 05:45,0.37869785,0.185299011,0.127326131,0.243142258,0.276586549,0.096652987,0.021767422,0.140546936,0.151719919,0.109387669,0.148427631,0.147323607,0.18118611,0.111494387,0.090498185,0.248211853,0.216696194,0.048349815,0.093771659,0.137494106,0.131910895,0.178099699,0.192574958,0.136687652,0.14035191,0.178599393,0.151949494,0.138244851,0.097781836,0.22270456,0.099718157,0.101499829,0.353617504,0.27567072,0.253800894,0.19857329,0.075451868,0.020525149,0.038128812,0.07405822,0.100249037,0.017037029,0.5
14-09-2015 06:00,0.418635102,0.182004151,0.126329649,0.233634277,0.229209611,0.096832313,0.022178766,0.142608936,0.146339979,0.114335656,0.140189999,0.129405534,0.175707181,0.094110221,0.105940207,0.272255979,0.214952824,0.046496995,0.082174321,0.135230289,0.137623532,0.16663502,0.196804304,0.144391343,0.154003339,0.211270382,0.15355027,0.118869334,0.093667324,0.248067661,0.098199428,0.101935187,0.323418401,0.251882466,0.292325742,0.203497181,0.060275843,0.014342287,0.023701933,0.048939407,0.089650068,0.012788734,0.5
