Datetime,Household 1,Household 2,Household 45,Household 54,Household 70,Household 71,Household 74,Household 115,Household 126,Household 136,Household 145,Household 153,Household 158,Household 162,Household 178,Household 181,Household 182,Household 191,Household 195,Household 198,Household 224,Quantile
14-09-2015 18:15,0.127038172,0.335366393,0.644380842,0.187268124,0.332944009,0.279101826,0.21441261,0.339428537,0.209863595,0.198073394,0.455666715,0.168303412,0.254105438,0.392746816,0.384829533,0.19137905,0.227471208,0.146318069,0.310125834,0.340395001,0.496868088,0.5
14-09-2015 18:30,0.136111643,0.329887273,0.714165433,0.181951516,0.372853188,0.282308235,0.216162743,0.410995109,0.218647192,0.188944285,0.383534494,0.160677284,0.220261496,0.398120289,0.426439441,0.185277017,0.234734894,0.140484468,0.326297588,0.339008913,0.559888753,0.5
14-09-2015 18:45,0.139498284,0.31103199,0.67667559,0.174261012,0.385634715,0.277402785,0.213677714,0.506638554,0.226031881,0.177152793,0.315758953,0.152275298,0.193219536,0.377295592,0.460386786,0.179876067,0.231398546,0.139530132,0.314197498,0.348396577,0.553715777,0.5
14-09-2015 19:00,0.142838918,0.306233953,0.575718046,0.165111045,0.369267913,0.264851042,0.208193626,0.605630474,0.229095388,0.16590554,0.30956894,0.14624946,0.176758168,0.337539693,0.468510923,0.177706488,0.220573527,0.141531607,0.290239895,0.352931544,0.49616447,0.5
14-09-2015 19:15,0.152098286,0.32573067,0.451852521,0.15557668,0.345494939,0.248689872,0.202703851,0.66195978,0.226571407,0.157921076,0.383756499,0.14423683,0.172267341,0.299643004,0.445440378,0.180027536,0.205497933,0.145204097,0.271741579,0.340726099,0.418060993,0.5
14-09-2015 19:30,0.168146905,0.344564873,0.337847689,0.146447696,0.338182223,0.233978762,0.197980313,0.658179908,0.220309178,0.153495557,0.504036936,0.146618359,0.186042302,0.27899876,0.404421451,0.186405772,0.190928462,0.155998403,0.262959028,0.315358553,0.35989574,0.5
14-09-2015 19:45,0.194266723,0.34467738,0.262672066,0.137992173,0.349982691,0.225293011,0.194702658,0.632678813,0.215432562,0.149555097,0.595337434,0.154838527,0.223795943,0.282670531,0.373299913,0.195084002,0.186344939,0.185548528,0.262365061,0.301218178,0.336019579,0.5
14-09-2015 20:00,0.250242978,0.334393689,0.249177544,0.130496408,0.367286428,0.228603888,0.195084938,0.626479429,0.21669111,0.14300436,0.606361758,0.173878738,0.279394307,0.31146274,0.366283792,0.204725283,0.196353776,0.245215134,0.269700879,0.335558069,0.326565245,0.5
14-09-2015 20:15,0.360856353,0.33294441,0.307141565,0.124931644,0.372665226,0.259459915,0.20159166,0.631833722,0.224312308,0.135246044,0.57544605,0.216880326,0.348119656,0.373238629,0.383271694,0.216654415,0.21532332,0.332059084,0.293014084,0.439090209,0.321135242,0.5
14-09-2015 20:30,0.520134783,0.35857146,0.427088782,0.12265884,0.356069016,0.332358709,0.214804447,0.616256837,0.235329511,0.130980141,0.583258598,0.296914099,0.443760656,0.482428972,0.425238156,0.234835988,0.235428716,0.415741535,0.345394695,0.587318823,0.339880841,0.5
