Datetime,Household 3,Household 5,Household 7,Household 8,Household 9,Household 10,Household 12,Household 14,Household 15,Household 16,Household 17,Household 23,Household 26,Household 28,Household 29,Household 32,Household 35,Household 37,Household 38,Household 40,Household 44,Household 62,Household 63,Household 66,Household 69,Household 73,Household 76,Household 80,Household 81,Household 82,Household 83,Household 84,Household 85,Household 86,Household 90,Household 103,Household 105,Household 113,Household 120,Household 122,Household 128,Household 131,Household 132,Household 141,Household 142,Household 165,Household 200,Household 201,Household 204,Household 211,Household 212,Household 225,Quantile
14-09-2015 02:45,0.028160644,0.028915772,0.057271731,0.067397095,0.06731677,0.038193317,0.061908783,0.025896218,0.039988994,0.130250463,0.040763715,0.103415311,0.040392722,0.056695803,0.160347159,0.03542683,0.036767599,0.035085269,0.040933185,0.061618275,0.027463271,0.049717447,0.075043797,0.03679426,0.04801558,0.058660796,0.063866356,0.037869229,0.021621817,0.039721797,0.052766261,0.051820847,0.048686128,0.116198004,0.132654067,0.055171978,0.02750158,0.034838044,0.050074395,0.037127109,0.025268664,0.066307406,0.091062626,0.084825677,0.070958621,0.163233874,0.028558721,0.093263315,0.535899039,0.179064672,0.122559942,0.067655128,0.5
14-09-2015 03:00,0.029521331,0.030258287,0.062235656,0.067626821,0.067534895,0.037090984,0.075417395,0.036563052,0.051821644,0.231168161,0.062522405,0.142192429,0.059551684,0.057428676,0.183907301,0.037372556,0.049171696,0.040457036,0.037657067,0.072461053,0.023943953,0.055466432,0.128409011,0.038714951,0.085356241,0.070172734,0.024759147,0.041925174,0.020873401,0.046137449,0.05685756,0.062927936,0.050867923,0.10849998,0.157244565,0.072444562,0.03128344,0.034098887,0.052747917,0.045003164,0.024804383,0.074970401,0.115268063,0.095382928,0.069991802,0.185810555,0.035977976,0.113389862,0.569621088,0.235666286,0.1354727,0.065567559,0.5
14-09-2015 03:15,0.029296999,0.031571943,0.066653719,0.069953126,0.071087615,0.040995171,0.094412998,0.052619823,0.072678773,0.340036694,0.102924507,0.157750859,0.073888884,0.060604562,0.165529653,0.046324264,0.074111636,0.045135657,0.037007429,0.084837583,0.018786002,0.063195032,0.201285263,0.050200403,0.128209952,0.084522667,0.005516751,0.047695823,0.02010978,0.05361264,0.063842996,0.088395753,0.05918595,0.08658276,0.148588163,0.092634002,0.037514838,0.032755938,0.06258448,0.057071113,0.026576607,0.079286545,0.133904384,0.116960358,0.071128761,0.188586198,0.051061319,0.152348194,0.592367773,0.298169349,0.136691824,0.069007733,0.5
14-09-2015 03:30,0.028621253,0.031250041,0.071042135,0.073666179,0.079033024,0.054011275,0.120985668,0.066405958,0.101805487,0.409078988,0.167343968,0.147109523,0.070304998,0.071459524,0.118390354,0.066242612,0.11215681,0.049259783,0.039340837,0.094270705,0.013917344,0.069761555,0.272524242,0.068383773,0.155774734,0.093358977,9.35E-05,0.05076065,0.022122596,0.059727619,0.073176247,0.133944142,0.074007818,0.05918447,0.117196436,0.107793389,0.045865912,0.032069517,0.079543586,0.067590435,0.031511762,0.077026932,0.131217077,0.147386633,0.07538625,0.174050598,0.071676423,0.203960559,0.56393114,0.321535847,0.144868376,0.080075191,0.5
14-09-2015 03:45,0.028683998,0.030048114,0.076801264,0.077840468,0.091716086,0.079630969,0.157400823,0.073187516,0.140870593,0.410197206,0.242605545,0.128261024,0.052859876,0.094592166,0.071425057,0.094054397,0.157176365,0.053629996,0.045946543,0.098432488,0.011089737,0.072595595,0.318981538,0.088328139,0.154671234,0.094210487,0.002153088,0.048745114,0.027611353,0.062771551,0.08643421,0.195319011,0.089981642,0.037851431,0.086730967,0.109521835,0.053772403,0.038094877,0.094793861,0.066852196,0.039660886,0.066979797,0.110337761,0.181104022,0.082132337,0.154812364,0.08895647,0.257371419,0.456898283,0.28844502,0.172553748,0.093427723,0.5
14-09-2015 04:00,0.030504857,0.030160588,0.083253789,0.08094126,0.106657417,0.117326235,0.191197444,0.076107654,0.189524983,0.345301343,0.282643896,0.114699784,0.039539921,0.125392,0.040883498,0.117470112,0.191726719,0.056450151,0.058861482,0.095989666,0.011897824,0.070590929,0.323664101,0.103107236,0.130518337,0.093796531,0.008986151,0.0427718,0.035039958,0.059957213,0.103366834,0.25182873,0.101225478,0.03172216,0.069609927,0.093523834,0.058608445,0.056336492,0.099968216,0.052397632,0.051076523,0.052954092,0.08901518,0.216474651,0.089187725,0.139733323,0.095835525,0.300187829,0.312176053,0.219407718,0.202616913,0.098548757,0.5
14-09-2015 04:15,0.037173355,0.031568087,0.088891351,0.081342793,0.120298266,0.156463641,0.197458334,0.074685819,0.2347993,0.244535624,0.251107682,0.104807205,0.042104987,0.152257523,0.026801997,0.121967206,0.19718897,0.05466155,0.075788455,0.086251561,0.017200201,0.064040122,0.285069597,0.106018569,0.099064422,0.100513255,0.018821821,0.034574512,0.043385042,0.049993897,0.115513487,0.279853205,0.10706757,0.045588928,0.06360881,0.065023168,0.059886158,0.080947656,0.09518708,0.033705728,0.066514282,0.040323298,0.078246128,0.252860138,0.095860561,0.130939687,0.095142464,0.319607451,0.190291872,0.149228195,0.207316863,0.089795546,0.5
14-09-2015 04:30,0.05472622,0.032219823,0.094465418,0.080812162,0.13669743,0.178640166,0.167678653,0.06454426,0.256931494,0.153114191,0.172299163,0.096356166,0.055935109,0.167150986,0.022995542,0.106170911,0.178489136,0.048930505,0.087797294,0.072869954,0.024993716,0.055137906,0.224973468,0.095404331,0.072820108,0.115198957,0.02769351,0.025972984,0.053421228,0.039133478,0.116216261,0.272070322,0.11099609,0.079745675,0.062628766,0.037873683,0.058796103,0.095475313,0.086773221,0.021270175,0.084125844,0.031317579,0.076456413,0.282424869,0.102597063,0.130743447,0.093176837,0.31452515,0.117538412,0.099796994,0.180966509,0.071357693,0.5
14-09-2015 04:45,0.084473204,0.031471699,0.100357801,0.084249796,0.168463386,0.174274261,0.121666764,0.049753751,0.2462081,0.098722708,0.099675656,0.091762266,0.069044571,0.167734839,0.023707879,0.084270067,0.161992451,0.043425057,0.088103422,0.062418293,0.031231615,0.047410881,0.16900929,0.076645213,0.055908809,0.127676907,0.031674423,0.019965445,0.06658524,0.037307052,0.111099324,0.237675131,0.116088416,0.129999288,0.06287925,0.024528674,0.057066695,0.0901357,0.080210586,0.016244448,0.095812143,0.025715067,0.078526754,0.293728669,0.106456795,0.137710591,0.089747294,0.296243477,0.08691797,0.074361244,0.141433483,0.052165097,0.5
14-09-2015 05:00,0.113837079,0.03066055,0.103751411,0.093989131,0.219641051,0.152068155,0.084223706,0.038445481,0.207721663,0.076929398,0.056917679,0.088447045,0.074258377,0.155542896,0.025699972,0.068531193,0.163349648,0.041108167,0.081531721,0.058114553,0.033565947,0.043345929,0.123977529,0.058928228,0.045783204,0.125618643,0.031131265,0.018806875,0.084010575,0.044974381,0.106536891,0.191469619,0.121231518,0.184209016,0.063058093,0.029279054,0.056860218,0.072022728,0.076116459,0.01349326,0.094122056,0.022063308,0.082522016,0.2911695,0.103363891,0.138260661,0.081253652,0.2664899,0.080918904,0.066595893,0.106149253,0.038421789,0.5
14-09-2015 05:15,0.125345758,0.030403859,0.103145759,0.108061458,0.267932691,0.128092531,0.063864103,0.032096896,0.156026147,0.070420422,0.03734612,0.081181699,0.072649903,0.139535066,0.028850175,0.060451876,0.178756075,0.042351323,0.079102572,0.05871236,0.032626454,0.043078594,0.086037077,0.04920364,0.038538418,0.109252188,0.02862945,0.022712044,0.105432735,0.05145989,0.101015566,0.147394046,0.12115771,0.220564946,0.063261287,0.049851634,0.059827976,0.055058504,0.072803361,0.009897531,0.083117525,0.018571064,0.090474176,0.302425882,0.096170312,0.12172507,0.068944015,0.223627843,0.084554161,0.067297493,0.07974346,0.031245222,0.5
14-09-2015 05:30,0.115167876,0.02993518,0.100666338,0.122943703,0.276755066,0.11313811,0.05596662,0.028231282,0.109431259,0.068299477,0.030437289,0.071210636,0.072965542,0.133587656,0.034185814,0.057450027,0.19873135,0.046060623,0.084347397,0.061602361,0.030678511,0.044846935,0.056213036,0.047684411,0.032752172,0.090812835,0.025501246,0.030160482,0.124907972,0.049368856,0.094484247,0.116050639,0.113954964,0.220293345,0.063354048,0.076801222,0.064878107,0.047782213,0.070372566,0.006555746,0.073548981,0.014619493,0.103152023,0.351725989,0.093061758,0.097878862,0.058330015,0.181988439,0.08881009,0.069552967,0.06174098,0.02967616,0.5
14-09-2015 05:45,0.093941699,0.029066027,0.09941129,0.136960545,0.235707864,0.110557772,0.053503768,0.025726345,0.083270325,0.066588264,0.029878168,0.06185162,0.086967833,0.145109562,0.04101004,0.055978458,0.206662899,0.050305278,0.091036752,0.063810375,0.030797487,0.046103408,0.038455376,0.048618271,0.029294633,0.082546941,0.024192553,0.03763337,0.130327229,0.043826729,0.093022973,0.10109448,0.106019086,0.187422249,0.062883173,0.093560856,0.067991296,0.050358375,0.069911032,0.005210266,0.070393729,0.01113863,0.116179473,0.433334704,0.097687863,0.082632962,0.053401693,0.153342003,0.091921861,0.071245663,0.051861723,0.032794613,0.5
14-09-2015 06:00,0.07360193,0.028582768,0.106326817,0.155029408,0.174254604,0.118842172,0.05217593,0.024170454,0.081354547,0.064747482,0.032705388,0.05383243,0.117745279,0.170808565,0.04810188,0.052131807,0.184529021,0.054094107,0.096621791,0.062897885,0.035306222,0.045615163,0.032782204,0.046844685,0.029994173,0.09285483,0.029301315,0.042117984,0.118270316,0.045610165,0.101710076,0.098657958,0.104152122,0.147781858,0.062469318,0.089546428,0.06583894,0.058466294,0.070826565,0.006564055,0.073399032,0.010419295,0.130299475,0.511869854,0.106349822,0.080546285,0.053409189,0.133919606,0.09938284,0.071330215,0.048416576,0.038820401,0.5
14-09-2015 06:15,0.058640402,0.028588964,0.128972578,0.183997459,0.126908476,0.131122091,0.051365009,0.023212061,0.092384529,0.064661204,0.039103531,0.048402039,0.154823119,0.2029463,0.054592406,0.045541588,0.137767765,0.05725032,0.106711152,0.05888047,0.04360283,0.044281524,0.035087151,0.042627068,0.035196531,0.12437623,0.042054846,0.043085959,0.10267707,0.059767818,0.116515733,0.102467845,0.107071053,0.123596454,0.062482878,0.071693673,0.059000048,0.069177547,0.070655746,0.011625223,0.083681282,0.014415194,0.157564425,0.540171204,0.113457863,0.089201245,0.05377942,0.12042773,0.121111681,0.067955874,0.048479747,0.045220428,0.5
14-09-2015 06:30,0.04701695,0.028409925,0.157678715,0.219352401,0.105140926,0.134874291,0.052810366,0.023527967,0.099692095,0.066869054,0.048782753,0.045471852,0.181252778,0.235037667,0.058329987,0.03883534,0.092571817,0.057142455,0.120367773,0.05360752,0.05294685,0.043592051,0.040379894,0.039884488,0.041735426,0.163538089,0.058148818,0.040757145,0.096508467,0.08061939,0.124406487,0.108811777,0.108711067,0.114965951,0.061587653,0.05460383,0.05042696,0.079136864,0.066538091,0.021693731,0.102879984,0.022261668,0.201277173,0.497025775,0.116532769,0.10593206,0.051523923,0.113981157,0.169374406,0.061380111,0.048184159,0.049569758,0.5
14-09-2015 06:45,0.037363201,0.028081129,0.165778042,0.245626312,0.103231023,0.122155531,0.058886907,0.026047778,0.096429197,0.070053248,0.058823788,0.041060527,0.181282851,0.263432228,0.059407047,0.033103699,0.066294783,0.051633997,0.1274514,0.049215841,0.06060849,0.044872154,0.045003255,0.042914847,0.046249146,0.18271122,0.073848867,0.037765141,0.099226667,0.096002784,0.117219833,0.116876114,0.105494654,0.109992807,0.059663208,0.045502099,0.042492262,0.081538161,0.057620175,0.037143094,0.126869961,0.03095215,0.240549955,0.411075788,0.115762215,0.128549797,0.049911056,0.112730408,0.252578284,0.053923259,0.044656682,0.050241473,0.5
14-09-2015 07:00,0.031932889,0.027975823,0.141574608,0.246716533,0.110570901,0.099455968,0.069888724,0.029592385,0.087691373,0.073290086,0.066345094,0.032652115,0.152203876,0.289655934,0.063270974,0.028074537,0.05873485,0.044640158,0.123228039,0.046916492,0.064948666,0.048080043,0.047358258,0.052714838,0.050563335,0.168096736,0.086444674,0.038530027,0.103972517,0.097343262,0.101457868,0.1249681,0.098507266,0.101913693,0.058700604,0.043130087,0.036939099,0.073728601,0.047131285,0.056226737,0.141514604,0.037466677,0.248446891,0.326590037,0.1099701,0.150340149,0.054823919,0.113301021,0.362920926,0.047457444,0.039460725,0.047576504,0.5
14-09-2015 07:15,0.032005783,0.027896898,0.103833601,0.217188359,0.118206199,0.081205299,0.080283386,0.030957574,0.08088435,0.075397488,0.070723381,0.023529577,0.112410966,0.319006787,0.075802974,0.026849451,0.064764025,0.041031228,0.111046256,0.045604107,0.06599665,0.050822131,0.0487544,0.065138486,0.061659512,0.134777413,0.088533595,0.042279263,0.101483476,0.087066717,0.088398835,0.129607377,0.091401394,0.089091379,0.059176967,0.043120463,0.035315155,0.062467713,0.040253908,0.073099352,0.133383634,0.039696812,0.216441615,0.263988962,0.097818111,0.15605961,0.066691936,0.113571084,0.47363999,0.043825947,0.035822941,0.043455167,0.5
14-09-2015 07:30,0.034971169,0.027952168,0.076594625,0.17331615,0.123119738,0.079478666,0.082102568,0.029547353,0.078922648,0.078864126,0.072235446,0.019614479,0.083599652,0.34358744,0.101525491,0.040013045,0.0796984,0.040163062,0.095819166,0.044123732,0.064334824,0.052268786,0.052068627,0.075350451,0.087151464,0.106351644,0.07604597,0.045385581,0.087460848,0.077714121,0.08376122,0.130964767,0.086527545,0.071737598,0.061191318,0.042606261,0.037930623,0.056776742,0.039318249,0.079302452,0.107052152,0.037950875,0.161303028,0.22752107,0.08303612,0.139994007,0.07880382,0.112568582,0.539990853,0.045086896,0.033929121,0.040237241,0.5
14-09-2015 07:45,0.036669386,0.028630605,0.067360684,0.140261744,0.126039821,0.099800736,0.077521464,0.029969076,0.080383861,0.091217601,0.07013148,0.025054005,0.069486178,0.334184684,0.147125315,0.083326068,0.094413076,0.039180528,0.083478524,0.043718968,0.060248078,0.05536753,0.058156338,0.081997232,0.129491473,0.097190528,0.05831574,0.047671391,0.072245609,0.080817812,0.087169016,0.137701171,0.084226163,0.053951157,0.06859244,0.042418284,0.043157687,0.059696395,0.043343421,0.072679113,0.080109038,0.035906293,0.115089838,0.215946825,0.072131448,0.123418468,0.085382381,0.111839749,0.512363039,0.050915496,0.033343509,0.040546547,0.5
14-09-2015 08:00,0.035233966,0.029727801,0.072970816,0.127620988,0.126778126,0.134685562,0.083949922,0.039318716,0.084585281,0.114063147,0.064332603,0.040897999,0.061615666,0.276645315,0.22150917,0.162390011,0.097665419,0.037856038,0.080185886,0.045351724,0.05525829,0.061703974,0.067111509,0.086136134,0.177191523,0.115335599,0.047719601,0.048381948,0.070681804,0.093134649,0.093186878,0.162555187,0.086093323,0.040863548,0.087100662,0.044771194,0.048436825,0.069741783,0.051603907,0.062013401,0.065039639,0.0385401,0.103356388,0.218492234,0.068173262,0.137506817,0.089489989,0.115360549,0.392047781,0.05829552,0.036120912,0.04551383,0.5
14-09-2015 08:15,0.033243235,0.030922723,0.089223816,0.131568015,0.125012333,0.165413635,0.121456237,0.063936213,0.096851307,0.141514404,0.058828676,0.064487088,0.054917766,0.203150709,0.325539831,0.252835297,0.088171861,0.039845222,0.090932687,0.049311753,0.051244118,0.069216631,0.083319468,0.088487329,0.203472476,0.163627088,0.048183367,0.045369553,0.085926926,0.100812876,0.09651683,0.206978515,0.094830167,0.034657224,0.119475883,0.051704169,0.052870091,0.088413329,0.063728371,0.057243056,0.065244384,0.048626444,0.134377658,0.228924275,0.071126943,0.197519566,0.098171956,0.127086632,0.252787961,0.064296967,0.044484087,0.052339714,0.5
14-09-2015 08:30,0.03643681,0.033051024,0.109319987,0.148604584,0.121701551,0.181077245,0.194548264,0.099250841,0.12401972,0.172103995,0.062992521,0.088908586,0.049430916,0.155876859,0.430049616,0.307154337,0.075211989,0.050474297,0.118972966,0.057775753,0.047781152,0.076886077,0.112382733,0.088465824,0.190172121,0.231561039,0.056791126,0.04021576,0.107605931,0.098857759,0.097547351,0.252101901,0.109916827,0.034748025,0.1625771,0.066448246,0.058283052,0.119633703,0.076302596,0.059309055,0.081122922,0.062883681,0.201170013,0.260806755,0.081087644,0.293079018,0.110962274,0.147942351,0.163495471,0.066958028,0.060751718,0.055673883,0.5
14-09-2015 08:45,0.049621094,0.037673834,0.122565632,0.171289235,0.117845086,0.184192974,0.28167214,0.122428033,0.158642974,0.208730099,0.09051621,0.106653577,0.046826379,0.141333217,0.481707923,0.298735996,0.067323851,0.072955477,0.157095238,0.071862207,0.044090356,0.086837337,0.154792118,0.08676162,0.151212469,0.290559538,0.067059022,0.036407583,0.120142332,0.092739324,0.097786091,0.276694829,0.12553593,0.038704176,0.20891755,0.092460189,0.066984163,0.160014821,0.0848346,0.062313525,0.110426189,0.072757497,0.280283303,0.33099562,0.097767583,0.388072226,0.121445538,0.171632868,0.126867863,0.06576224,0.090200023,0.053125344,0.5
14-09-2015 09:00,0.070879573,0.045875456,0.123282318,0.181928865,0.114335186,0.175267636,0.341148892,0.116575991,0.17660398,0.247977801,0.149290223,0.114997441,0.052907005,0.141146668,0.45473753,0.250849226,0.071016282,0.109730354,0.181942023,0.088092516,0.041847121,0.101240364,0.210028334,0.086703849,0.115396886,0.307084967,0.073209824,0.036978928,0.115804401,0.084172204,0.094265853,0.280276242,0.133157178,0.045122096,0.249429083,0.126812378,0.081834011,0.195738126,0.089410891,0.061980104,0.145243215,0.076245895,0.340092808,0.425939998,0.118497242,0.432267328,0.129805828,0.187774327,0.113537652,0.062804638,0.131951177,0.048658328,0.5
14-09-2015 09:15,0.088747613,0.057501828,0.116501654,0.167572034,0.111631608,0.154337896,0.339394884,0.09395535,0.165268591,0.279268003,0.222511929,0.115490942,0.073913115,0.1429218,0.377706486,0.205416138,0.090869071,0.161606809,0.175016737,0.100778857,0.043379533,0.117792881,0.272786439,0.088638164,0.096919012,0.273235685,0.075122499,0.043346274,0.100842404,0.073333783,0.083786538,0.277897664,0.128125735,0.057035845,0.270591579,0.153487664,0.11218111,0.21176746,0.092786808,0.061561667,0.174497665,0.08263694,0.36015018,0.492834366,0.138053241,0.398055146,0.140676786,0.193178644,0.109781053,0.061218954,0.165258281,0.048216569,0.5
14-09-2015 09:30,0.09189962,0.069975955,0.109918269,0.136172601,0.108488904,0.132897283,0.281442898,0.075053415,0.140933975,0.295277153,0.271823126,0.111218107,0.105339321,0.14747644,0.299970749,0.178388489,0.121117425,0.219074283,0.146445152,0.106058942,0.049088065,0.128266381,0.317206104,0.086702238,0.095445823,0.216001081,0.075977992,0.050403319,0.085762364,0.067856687,0.069707865,0.282643732,0.114813685,0.079304133,0.259945554,0.155518403,0.173087228,0.204242063,0.093705196,0.068880138,0.189590324,0.097634463,0.344503522,0.485589212,0.152461773,0.314083928,0.149124263,0.192444327,0.115738175,0.062418563,0.165725039,0.05258118,0.5
14-09-2015 09:45,0.082147846,0.07817739,0.106596508,0.10861497,0.103117682,0.123685113,0.206553583,0.066006595,0.124744583,0.295834157,0.272772507,0.106167369,0.134262349,0.159531672,0.24927971,0.161364036,0.150882124,0.262637927,0.120818937,0.104560229,0.056755197,0.126234586,0.313487069,0.076393977,0.106887689,0.165758125,0.077389856,0.050657676,0.075903376,0.076041538,0.060646888,0.294506723,0.102182329,0.110847041,0.222731871,0.136935947,0.259117702,0.184332884,0.087847238,0.08662135,0.18891404,0.11673505,0.319170403,0.412837141,0.165527965,0.237798836,0.145070429,0.188539287,0.128318118,0.065361528,0.136189307,0.058195686,0.5
14-09-2015 10:00,0.06936533,0.078020714,0.105645219,0.098373538,0.095691826,0.126552369,0.150967028,0.063975032,0.119753573,0.278954353,0.23660706,0.103085738,0.151109822,0.176921229,0.221816854,0.147076003,0.173323914,0.27347149,0.108708131,0.100911008,0.062126821,0.115010093,0.268252252,0.060936597,0.121101257,0.133678945,0.078708316,0.044536471,0.072037286,0.096042705,0.061095191,0.295857517,0.095416453,0.140570112,0.181360534,0.115446594,0.320041685,0.166896804,0.076533539,0.108887455,0.179624921,0.132274227,0.306366563,0.31750144,0.18506043,0.1988542,0.128065451,0.181016821,0.140566839,0.068268306,0.100817021,0.062968773,0.5
14-09-2015 10:15,0.058257278,0.070132023,0.104402623,0.101820932,0.088380336,0.134189525,0.122593289,0.063560228,0.118757351,0.239372005,0.191201921,0.100509118,0.152388363,0.188801411,0.200421613,0.136078926,0.179107994,0.243789585,0.105371606,0.098763271,0.062163364,0.1018308,0.21848321,0.04695207,0.122926294,0.120165547,0.07791273,0.038246003,0.072371021,0.114706277,0.067008369,0.271156787,0.094589405,0.155061164,0.153932786,0.100349122,0.303425514,0.156020258,0.068153627,0.126792472,0.171296929,0.135499998,0.303949377,0.232740804,0.208049123,0.188912732,0.105886849,0.169615994,0.146650522,0.07052222,0.076428159,0.066726887,0.5
