Datetime,Household 6,Household 19,Household 20,Household 41,Household 47,Household 78,Household 88,Household 97,Household 112,Household 123,Household 124,Household 127,Household 137,Household 166,Household 177,Household 192,Household 199,Quantile
14-09-2015 20:00,0.155197574,0.087248233,0.224590726,0.117548364,0.118259885,0.107040339,0.055760059,0.206077938,0.139301024,0.06580846,0.152967321,0.162972182,0.114276795,0.22396086,0.071145222,0.140140993,0.088769227,0.5
14-09-2015 20:15,0.162555265,0.092065369,0.226324654,0.115159726,0.115340377,0.117729446,0.062524279,0.2302695,0.13774564,0.074633575,0.148370558,0.168308044,0.122015712,0.296413519,0.072792228,0.155345702,0.079131083,0.5
14-09-2015 20:30,0.170697392,0.097426812,0.232741012,0.112616934,0.122207189,0.132508278,0.070168403,0.24819611,0.142195098,0.089864615,0.147161676,0.16698566,0.128805378,0.400708624,0.077126617,0.168752375,0.071989639,0.5
14-09-2015 20:45,0.175379986,0.102564086,0.241838809,0.111451675,0.14599558,0.144808205,0.07896933,0.250023029,0.150960761,0.101475488,0.151460407,0.154857432,0.133731664,0.472639928,0.083103987,0.171205925,0.070802204,0.5
14-09-2015 21:00,0.175304139,0.105362704,0.248567105,0.112608944,0.180086802,0.151165455,0.092801644,0.233220587,0.157148708,0.105529241,0.1516978,0.137540444,0.138400174,0.459011857,0.090873952,0.164473093,0.074773748,0.5
14-09-2015 21:15,0.174606426,0.106054848,0.248521047,0.115319629,0.209515776,0.155004632,0.111272914,0.204778314,0.156356411,0.108558022,0.14548746,0.125466361,0.145690907,0.379680561,0.102013329,0.156594176,0.083870222,0.5
14-09-2015 21:30,0.176081039,0.106454906,0.239468652,0.117711319,0.226422989,0.162452486,0.126072841,0.175548949,0.150548333,0.111045367,0.133598469,0.126328953,0.154692734,0.299970335,0.115156572,0.149982693,0.096701027,0.5
14-09-2015 21:45,0.180628586,0.107401908,0.221491124,0.119075126,0.235857021,0.17678977,0.133116308,0.15334692,0.147774226,0.107642967,0.115763766,0.141286533,0.159701253,0.251753632,0.127555507,0.141724086,0.105194913,0.5
14-09-2015 22:00,0.192139133,0.109144899,0.196799249,0.119184266,0.244965946,0.194462687,0.136951488,0.140024165,0.161654065,0.101033323,0.099762985,0.16344289,0.157510083,0.221775165,0.138627146,0.131175819,0.103558808,0.5
14-09-2015 22:15,0.212549028,0.110667441,0.170923621,0.116335708,0.253647132,0.205676436,0.136788559,0.132666915,0.205826196,0.095137753,0.095500577,0.182482608,0.151725526,0.19637022,0.146978764,0.121740536,0.098497438,0.5
14-09-2015 22:30,0.236197934,0.110500599,0.150488291,0.108577947,0.256687032,0.203034389,0.128305475,0.128160204,0.272138758,0.087628852,0.102872629,0.194174607,0.148063899,0.176165829,0.15148888,0.117072634,0.100120805,0.5
14-09-2015 22:45,0.254612057,0.109178877,0.138106823,0.095865423,0.246735819,0.187215197,0.115869243,0.12535326,0.316412752,0.077507837,0.113352263,0.199332376,0.151763444,0.164423373,0.153129626,0.117711753,0.109861907,0.5
14-09-2015 23:00,0.262596024,0.10755136,0.131510547,0.080875808,0.218180382,0.163700553,0.104659013,0.123586687,0.300139432,0.066565418,0.11805777,0.196853679,0.169179966,0.162958231,0.149699391,0.120419919,0.122303306,0.5
14-09-2015 23:15,0.258696844,0.105616352,0.12660843,0.068283278,0.175055879,0.139455622,0.094742299,0.121778962,0.243164718,0.057110501,0.114265646,0.185606226,0.199625743,0.169188556,0.140395793,0.119909423,0.131987791,0.5
14-09-2015 23:30,0.244527479,0.103557196,0.121000574,0.060971143,0.13100152,0.121076961,0.087569793,0.118739471,0.194845651,0.052521034,0.106424678,0.168899623,0.227413186,0.174549953,0.131823142,0.112701183,0.136374311,0.5
14-09-2015 23:45,0.225218528,0.100659795,0.115339747,0.057442058,0.0972156,0.110929355,0.084274984,0.114107445,0.172173003,0.05362743,0.099807429,0.152785928,0.238046157,0.172905373,0.127311673,0.100245423,0.135893546,0.5
15-09-2015 00:00,0.206972616,0.095820705,0.11117038,0.054879458,0.074989141,0.106721915,0.082613609,0.108838286,0.161348251,0.057627432,0.095553721,0.141186442,0.23411976,0.166035928,0.122847469,0.086933897,0.132639384,0.5
15-09-2015 00:15,0.076843778,0.100139087,0.09170283,0.048188191,0.037967344,0.08686176,0.057479573,0.094809583,0.192922377,0.046856503,0.124080989,0.108352354,0.214471982,0.115400512,0.080708493,0.074453396,0.16244037,0.5
15-09-2015 00:30,0.075354052,0.096777589,0.092119164,0.046879202,0.038716045,0.085302222,0.058219384,0.088630031,0.155379742,0.046501634,0.12312271,0.109200408,0.166375069,0.111097522,0.081987403,0.075249449,0.143667919,0.5
